18	0.5
0		0		0.3090081824816504		0.5877702605258085		0.8090006559383217		0.95104506302846		0.999999998926914		0.9510736937458322		0.8090551149629135		0.5878452173406992		0.3090963002207636		9.265358966049026e-05		0		0		0		0		0		0		0		0		0		
0.5		0		0		0.3090081824816504		0.5877702605258085		0.8090006559383217		0.95104506302846		0.999999998926914		0.9510736937458322		0.8090551149629135		0.5878452173406992		0.3090963002207636		9.265358966049026e-05		0		0		0		0		0		0		0		0		
1		0		0		0		0.3090081824816504		0.5877702605258085		0.8090006559383217		0.95104506302846		0.999999998926914		0.9510736937458322		0.8090551149629135		0.5878452173406992		0.3090963002207636		9.265358966049026e-05		0		0		0		0		0		0		0		
1.5		0		0		0		0		0.3090081824816504		0.5877702605258085		0.8090006559383217		0.95104506302846		0.999999998926914		0.9510736937458322		0.8090551149629135		0.5878452173406992		0.3090963002207636		9.265358966049026e-05		0		0		0		0		0		0		
2		0		0		0		0		0		0.3090081824816504		0.5877702605258085		0.8090006559383217		0.95104506302846		0.999999998926914		0.9510736937458322		0.8090551149629135		0.5878452173406992		0.3090963002207636		9.265358966049026e-05		0		0		0		0		0		
2.5		0		0		0		0		0		0		0.3090081824816504		0.5877702605258085		0.8090006559383217		0.95104506302846		0.999999998926914		0.9510736937458322		0.8090551149629135		0.5878452173406992		0.3090963002207636		9.265358966049026e-05		0		0		0		0		
3		0		0		0		0		0		0		0		0.3090081824816504		0.5877702605258085		0.8090006559383217		0.95104506302846		0.999999998926914		0.9510736937458322		0.8090551149629135		0.5878452173406992		0.3090963002207636		9.265358966049026e-05		0		0		0		
3.5		0		0		0		0		0		0		0		0		0.3090081824816504		0.5877702605258085		0.8090006559383217		0.95104506302846		0.999999998926914		0.9510736937458322		0.8090551149629135		0.5878452173406992		0.3090963002207636		9.265358966049026e-05		0		0		
4		0		0		0		0		0		0		0		0		0		0.3090081824816504		0.5877702605258085		0.8090006559383217		0.95104506302846		0.999999998926914		0.9510736937458322		0.8090551149629135		0.5878452173406992		0.3090963002207636		9.265358966049026e-05		0		
4.5		0		0		0		0		0		0		0		0		0		0		0.3090081824816504		0.5877702605258085		0.8090006559383217		0.95104506302846		0.999999998926914		0.9510736937458322		0.8090551149629135		0.5878452173406992		0.3090963002207636		9.265358966049026e-05		
